mk_individual_id,mk_status_id,mk_individual_name,mk_individual_name_eng,mk_individual_first_name,mk_individual_first_name_eng,mk_individual_email,mk_individual_photo,PersonID,LastName,FirstName,GenderID,GenderDesc,Email,IsCurrent,LastUpdatedDate,altnames
16,,בוים,Boim,זאב,Ze`ev,,http://fs.knesset.gov.il/globaldocs/MK/16/1_16_3_50.jpeg,464,בוים,זאב,251,זכר,,False,2015-03-20 12:03:08,"[""זאב בוים""]"
17,,ביבי,Bibi,יגאל,Yigal,,http://fs.knesset.gov.il/globaldocs/MK/17/1_17_3_52.jpeg,522,ביבי,יגאל,251,זכר,,False,2015-03-20 12:03:08,"[""יגאל ביבי""]"
18,,ביילין,Beilin,יוסי,Yossi,,http://fs.knesset.gov.il/globaldocs/MK/18/1_18_3_54.jpeg,2192,ביילין,יוסי,251,זכר,יוסי ביילין,True,2015-03-20 12:03:08,"[""יוסי ביילין""]"
19,,בלומנטל,Blumenthal,נעמי,Naomi,,http://fs.knesset.gov.il/globaldocs/MK/19/1_19_3_56.jpeg,465,בלומנטל,נעמי,250,נקבה,,False,2015-03-20 12:03:08,"[""נעמי בלומנטל""]"
20,,בן-אליעזר,Ben-Eliezer,בנימין (פואד),Binyamin (Fouad),,http://fs.knesset.gov.il/globaldocs/MK/20/1_20_3_59.jpeg,435,בן-אליעזר,בנימין,251,זכר,,False,2015-03-20 12:03:08,"[""בנימין בן-אליעזר"", ""בנימין (פואד) בן-אליעזר""]"
21,,בן-אלישר,Ben Elissar,אליהו,Eliahu,,http://fs.knesset.gov.il/globaldocs/MK/21/1_21_3_62.jpeg,2196,בן-אלישר,אליהו,251,זכר,,False,2015-03-20 12:03:08,"[""אליהו בן-אלישר""]"
22,,בן-מנחם,Ben-Menachem,אלי,Eli,,http://fs.knesset.gov.il/globaldocs/MK/22/1_22_3_64.jpeg,437,בן-מנחם,אלי,251,זכר,,False,2015-03-20 12:03:08,"[""אלי בן-מנחם""]"
23,,בן-עמי,Ben-Ami,שלמה,Shlomo,,http://fs.knesset.gov.il/globaldocs/MK/23/1_23_3_66.jpeg,439,בן-עמי,שלמה,251,זכר,,False,2015-03-20 12:03:08,"[""שלמה בן-עמי""]"
24,,בן-צור,Ben-Zur,שמריהו,Shmaryahu,,http://fs.knesset.gov.il/globaldocs/MK/24/1_24_3_68.jpeg,2208,בן-צור,שמריהו,251,זכר,,False,2015-03-20 12:03:08,"[""שמריהו בן-צור""]"
25,,בניזרי,Benizri,שלמה,Shlomo,,http://fs.knesset.gov.il/globaldocs/MK/25/1_25_3_70.jpeg,484,בניזרי,שלמה,251,זכר,,False,2015-03-20 12:03:08,"[""שלמה בניזרי""]"
26,,ברונפמן,Bronfman,רומן,Roman,,http://fs.knesset.gov.il/globaldocs/MK/26/1_26_3_72.jpeg,552,ברונפמן,רומן,251,זכר,,False,2015-03-20 12:03:08,"[""רומן ברונפמן""]"
27,,ברעם,Baram,עוזי,Uzi,,http://fs.knesset.gov.il/globaldocs/MK/27/1_27_3_74.jpeg,861,ברעם,עוזי,251,זכר,,False,2015-03-20 12:03:08,"[""עוזי ברעם""]"
28,,ברק,Barak,אהוד,Ehud,,http://fs.knesset.gov.il/globaldocs/MK/28/1_28_3_77.jpeg,2226,ברק,אהוד,251,זכר,,False,2015-03-20 12:03:08,"[""אהוד ברק""]"
29,,בשארה,Bishara,עזמי,Azmi,,http://fs.knesset.gov.il/globaldocs/MK/29/1_29_3_79.jpeg,558,בשארה,עזמי,251,זכר,,False,2015-03-20 12:03:08,"[""עזמי בשארה""]"
30,,גבאי,Gabbay,אליהו,Eliahu,,http://fs.knesset.gov.il/globaldocs/MK/30/1_30_3_81.jpeg,2232,גבאי,אליהו,251,זכר,,False,2015-03-20 12:03:08,"[""אליהו גבאי""]"
31,,גוז`נסקי,Gozansky,תמר,Tamar,,http://fs.knesset.gov.il/globaldocs/MK/31/1_31_3_83.jpeg,541,גוז'נסקי,תמר,250,נקבה,,False,2015-03-20 12:03:08,"[""תמר גוז'נסקי"", ""תמר גוז`נסקי""]"
32,,גולדמן,Goldman,מיכה,Micha,,http://fs.knesset.gov.il/globaldocs/MK/32/1_32_3_85.jpeg,2238,גולדמן,מיכה,251,זכר,,False,2015-03-20 12:03:08,"[""מיכה גולדמן""]"
33,,גולדשמידט,Goldschmidt,אלי,Elie,,http://fs.knesset.gov.il/globaldocs/MK/33/1_33_3_87.jpeg,860,גולדשמידט,אלי,251,זכר,,False,2015-03-20 12:03:08,"[""אלי גולדשמידט""]"
34,,גמליאל,Gamliel,אריה,Arieh,,http://fs.knesset.gov.il/globaldocs/MK/34/1_34_3_89.jpeg,486,גמליאל,אריה,251,זכר,,False,2015-03-20 12:03:08,"[""אריה גמליאל""]"
35,1,גפני,Gafni,משה,Moshe,mgafni@KNESSET.GOV.IL,http://fs.knesset.gov.il/globaldocs/MK/35/1_35_3_93.jpeg,526,גפני,משה,251,זכר,mgafni@knesset.gov.il,True,2015-11-16 09:38:30,"[""משה גפני"", ""רפאל משה גפני""]"
36,,דהאמשה,Dehamshe,עבד-אלמאלכ,Abdulmalik,,http://fs.knesset.gov.il/globaldocs/MK/36/1_36_3_98.jpeg,550,דהאמשה,עבד-אלמאלכ,251,זכר,,False,2015-03-20 12:03:08,"[""עבד-אלמאלכ דהאמשה""]"
37,,דהן,Dahan,נסים,Nissim,,http://fs.knesset.gov.il/globaldocs/MK/37/1_37_3_100.jpeg,487,דהן,נסים,251,זכר,,False,2015-03-20 12:03:08,"[""נסים דהן""]"
38,,דיין,Dayan,חיים,Haim,,http://fs.knesset.gov.il/globaldocs/MK/38/1_38_3_102.jpeg,2276,דיין,חיים,251,זכר,,False,2015-03-20 12:03:08,"[""חיים דיין""]"
39,,דיין,Dayan,יעל,Yael,,http://fs.knesset.gov.il/globaldocs/MK/39/1_39_3_104.jpeg,441,דיין,יעל,250,נקבה,,False,2015-03-20 12:03:08,"[""יעל דיין""]"
40,,דראושה,Darawshe,עבד-אלוהאב,Abdulwahab,,http://fs.knesset.gov.il/globaldocs/MK/40/1_40_3_106.jpeg,2286,דראושה,עבד-אלוהב,251,זכר,,False,2015-03-20 12:03:08,"[""עבד-אלוהב דראושה"", ""עבד-אלוהאב דראושה""]"
41,2,דרעי,Deri,אריה מכלוף,Aryeh Machluf,aderey@KNESSET.GOV.IL,http://fs.knesset.gov.il/globaldocs/MK/41/1_41_3_110.jpeg,2291,דרעי,אריה מכלוף,251,זכר,aderey@knesset.gov.il,True,2015-11-11 18:42:16,"[""אריה מכלוף דרעי""]"
42,,הירשזון,Hirchson,אברהם,Abraham,,http://fs.knesset.gov.il/globaldocs/MK/42/1_42_3_113.jpeg,466,הירשזון,אברהם,251,זכר,,False,2015-03-20 12:03:08,"[""אברהם הירשזון""]"
43,,הלפרט,Halpert,שמואל,Shmuel,,http://fs.knesset.gov.il/globaldocs/MK/43/1_43_3_115.jpeg,527,הלפרט,שמואל,251,זכר,,False,2015-03-20 12:03:08,"[""שמואל הלפרט""]"
44,,המר,Hammer,זבולון,Zevulon,,http://fs.knesset.gov.il/globaldocs/MK/44/1_44_3_117.jpeg,2300,המר,זבולון,251,זכר,,False,2015-03-20 12:03:08,"[""זבולון המר""]"
45,1,הנגבי,Hanegbi,צחי,Tzachi,tzhanegbi@knesset.gov.il,http://fs.knesset.gov.il/globaldocs/MK/45/1_45_3_121.jpeg,467,הנגבי,צחי,251,זכר,tzhanegbi@knesset.gov.il,True,2015-11-16 10:33:05,"[""צחי הנגבי""]"
46,,הנדל,Hendel,צבי,Zvi,,http://fs.knesset.gov.il/globaldocs/MK/46/1_46_3_126.jpeg,412,הנדל,צבי,251,זכר,,False,2015-03-20 12:03:08,"[""צבי הנדל""]"
47,,הראל,Harel,יהודה,Yehudah,,http://fs.knesset.gov.il/globaldocs/MK/47/1_47_3_128.jpeg,2307,הראל,יהודה,251,זכר,,False,2015-03-20 12:03:08,"[""יהודה הראל""]"
48,,ויינברג,Weinberg,צבי,Zvi,,http://fs.knesset.gov.il/globaldocs/MK/48/1_48_3_130.jpeg,2315,ויינברג,צבי,251,זכר,,False,2015-03-20 12:03:08,"[""צבי ויינברג""]"
49,,וייס,Weiss,שבח,Shevach,,http://fs.knesset.gov.il/globaldocs/MK/49/1_49_3_132.jpeg,2317,וייס,שבח,251,זכר,,False,2015-03-20 12:03:08,"[""שבח וייס""]"
50,1,וקנין,Vaknin,יצחק,Yitzhak,yvaknin@KNESSET.GOV.IL,http://fs.knesset.gov.il/globaldocs/MK/50/1_50_3_136.jpeg,488,וקנין,יצחק,251,זכר,yvaknin@knesset.gov.il,True,2015-11-16 09:32:28,"[""יצחק וקנין""]"
51,,זאבי,Ze`evi,רחבעם,Rechavam,,http://fs.knesset.gov.il/globaldocs/MK/51/1_51_3_141.jpeg,417,זאבי,רחבעם,251,זכר,,False,2015-03-20 12:03:08,"[""רחבעם זאבי""]"
52,,זוילי,Zvili,נסים,Nissim,,http://fs.knesset.gov.il/globaldocs/MK/52/1_52_3_143.jpeg,2331,זוילי,נסים,251,זכר,,False,2015-03-20 12:03:08,"[""נסים זוילי""]"
53,,זיסמן,Zisman,עמנואל,Emanuel,,http://fs.knesset.gov.il/globaldocs/MK/53/1_53_3_145.jpeg,2339,זיסמן,עמנואל,251,זכר,,False,2015-03-20 12:03:08,"[""עמנואל זיסמן""]"
54,,זנדברג,Sandberg,אליעזר,Eliezer,,http://fs.knesset.gov.il/globaldocs/MK/54/1_54_3_147.jpeg,567,זנדברג,אליעזר,251,זכר,,False,2015-03-20 12:03:08,"[""אליעזר זנדברג""]"
55,,חאג` יחיא,Haj Yahia,רפיק,Rafik,,http://fs.knesset.gov.il/globaldocs/MK/55/1_55_3_149.jpeg,2345,חג' יחיא,רפיק,251,זכר,,False,2015-03-20 12:03:08,"[""רפיק חאג` יחיא"", ""רפיק חג' יחיא""]"
56,,חזן,Chazan,נעמי,Naomi,,http://fs.knesset.gov.il/globaldocs/MK/56/1_56_3_151.jpeg,506,חזן,נעמי,250,נקבה,,False,2015-03-20 12:03:08,"[""נעמי חזן""]"
57,,ח`טיב,Khatib,תאופיק,Tawfik,,http://fs.knesset.gov.il/globaldocs/MK/57/1_57_3_153.jpeg,554,חטיב,תאופיק,251,זכר,,False,2015-03-20 12:03:08,"[""תאופיק ח`טיב"", ""תאופיק חטיב""]"
58,,טל,Tal,דוד,David,,http://fs.knesset.gov.il/globaldocs/MK/58/1_58_3_155.jpeg,493,טל,דוד,251,זכר,,False,2015-03-20 12:03:08,"[""דוד טל""]"
59,,טריף,Tarif,סאלח,Saleh,,http://fs.knesset.gov.il/globaldocs/MK/59/1_59_3_157.jpeg,442,טריף,סאלח,251,זכר,,False,2015-03-20 12:03:08,"[""סאלח טריף""]"
60,,יהב,Yahav,יונה,Yona,,http://fs.knesset.gov.il/globaldocs/MK/60/1_60_3_159.jpeg,2371,יהב,יונה,251,זכר,,False,2015-03-20 12:03:08,"[""יונה יהב""]"
61,,יהלום,Yahalom,שאול,Shaul,,http://fs.knesset.gov.il/globaldocs/MK/61/1_61_3_161.jpeg,524,יהלום,שאול,251,זכר,,False,2015-03-20 12:03:08,"[""שאול יהלום""]"
62,,יחזקאל,Yechezkel,אברהם,Avraham,,http://fs.knesset.gov.il/globaldocs/MK/62/1_62_3_163.jpeg,444,יחזקאל,אברהם,251,זכר,,False,2015-03-20 12:03:08,"[""אברהם יחזקאל""]"
63,,ישי,Yishai,אליהו,Eliyahu,,http://fs.knesset.gov.il/globaldocs/MK/63/1_63_3_166.jpeg,494,ישי,אליהו,251,זכר,,False,2015-05-27 13:29:17,"[""אליהו ישי""]"
64,1,כבל,Cabel,איתן,Eitan,ecabel@KNESSET.GOV.IL,http://fs.knesset.gov.il/globaldocs/MK/64/1_64_3_171.jpeg,445,כבל,איתן,251,זכר,ecabel@knesset.gov.il,True,2015-11-11 18:39:08,"[""כבל איתן"", ""איתן כבל""]"
65,2,כהן,Cohen,יצחק,Yitzhak,izchakec@KNESSET.GOV.IL,http://fs.knesset.gov.il/globaldocs/MK/65/1_65_3_178.jpeg,580,כהן,יצחק,251,זכר,izchakec@knesset.gov.il,True,2015-11-16 09:32:48,"[""יצחק כהן""]"
66,,כהן,Cohen,רן,Ran,,http://fs.knesset.gov.il/globaldocs/MK/66/1_66_3_183.jpeg,507,כהן,רן,251,זכר,,False,2015-03-20 12:03:08,"[""רן כהן""]"
67,,כהן,Cohen,רענן,Ra`anan,,http://fs.knesset.gov.il/globaldocs/MK/67/1_67_3_185.jpeg,446,כהן,רענן,251,זכר,,False,2015-03-20 12:03:08,"[""רענן כהן""]"
68,,כץ,Katz,יוסי,Yossi,,http://fs.knesset.gov.il/globaldocs/MK/68/1_68_3_187.jpeg,447,כץ,יוסי,251,זכר,,False,2015-03-20 12:03:08,"[""יוסי כץ""]"
69,1,כץ,Katz,ישראל,Yisrael,yiskatz@KNESSET.GOV.IL,http://fs.knesset.gov.il/globaldocs/MK/69/1_69_3_191.jpeg,468,כץ,ישראל,251,זכר,yiskatz@knesset.gov.il,True,2015-11-16 09:34:24,"[""ישראל כץ""]"
70,,לבנת,Livnat,לימור,Limor,,http://fs.knesset.gov.il/globaldocs/MK/70/1_70_3_197.jpeg,470,לבנת,לימור,250,נקבה,,False,2015-05-27 13:22:28,"[""לימור לבנת""]"
71,,לובוצקי,Lubotzky,אלכסנדר,Alexander,,http://fs.knesset.gov.il/globaldocs/MK/71/1_71_3_200.jpeg,2420,לובוצקי,אלכסנדר,251,זכר,,False,2015-03-20 12:03:08,"[""אלכסנדר לובוצקי""]"
72,,לוי,Levy,דוד,David,,http://fs.knesset.gov.il/globaldocs/MK/72/1_72_3_202.jpeg,536,לוי,דוד,251,זכר,,False,2015-03-20 12:03:08,"[""דוד לוי""]"
73,,לוי,Levy,יצחק,Yitzhak,,http://fs.knesset.gov.il/globaldocs/MK/73/1_73_3_204.jpeg,765,לוי,יצחק,251,זכר,,False,2015-03-20 12:03:08,"[""יצחק לוי""]"
74,,לוי,Levy,מקסים,Maxim,,http://fs.knesset.gov.il/globaldocs/MK/74/1_74_3_206.jpeg,537,לוי,מקסים,251,זכר,,False,2015-03-20 12:03:08,"[""מקסים לוי""]"
75,,ליבאי,Libai,דוד,David,,http://fs.knesset.gov.il/globaldocs/MK/75/1_75_3_208.jpeg,2432,ליבאי,דוד,251,זכר,,False,2015-03-20 12:03:08,"[""דוד ליבאי""]"
76,,לייזרזון,Leizerson,אברהם,Avraham,,http://fs.knesset.gov.il/globaldocs/MK/76/1_76_3_210.jpeg,2435,לייזרזון,אברהם יוסף,251,זכר,,False,2015-03-20 12:03:08,"[""אברהם יוסף לייזרזון"", ""אברהם לייזרזון""]"
77,,לנדאו,Landau,עוזי,Uzi,,http://fs.knesset.gov.il/globaldocs/MK/77/1_77_3_213.jpeg,471,לנדאו,עוזי,251,זכר,,False,2015-05-27 13:24:10,"[""עוזי לנדאו""]"
78,1,לנדבר,Landver,סופה,Sofa,slandver@KNESSET.GOV.IL,http://fs.knesset.gov.il/globaldocs/MK/78/1_78_3_218.jpeg,448,לנדבר,סופה,250,נקבה,slandver@knesset.gov.il,True,2015-11-16 10:25:54,"[""סופיה לנדוור"", ""סופיה לנדבר"", ""סוניה לנדבר"", ""סופה לנדבר"", ""(סוניה) סופיה לנדבר""]"
79,,לנקרי,Lancry,יהודה,Yehuda,,http://fs.knesset.gov.il/globaldocs/MK/79/1_79_3_223.jpeg,2444,לנקרי,יהודה,251,זכר,,False,2015-03-20 12:03:08,"[""יהודה לנקרי""]"
80,,מאור,Maor,ענת,Anat,,http://fs.knesset.gov.il/globaldocs/MK/80/1_80_3_225.jpeg,509,מאור,ענת,250,נקבה,,False,2015-03-20 12:03:08,"[""ענת מאור""]"
81,,מאסלה,Messele,אדיסו,Addisu,,http://fs.knesset.gov.il/globaldocs/MK/81/1_81_3_227.jpeg,2449,מאסלה,אדיסו,251,זכר,,False,2015-03-20 12:03:08,"[""אדיסו מאסלה""]"
82,,מגן (מונסוניגו),Magen (Monsonego),דוד,David,,http://fs.knesset.gov.il/globaldocs/MK/82/1_82_3_229.jpeg,544,מגן,דוד,251,זכר,,False,2015-03-20 12:03:08,"[""דוד מגן (מונסוניגו)"", ""דוד מגן""]"
83,,מחאמיד,Mahameed,האשם,Hashem,,http://fs.knesset.gov.il/globaldocs/MK/83/1_83_3_231.jpeg,551,מחאמיד,האשם,251,זכר,,False,2015-03-20 12:03:08,"[""האשם מחאמיד""]"
84,,מירום,Meirom,חגי,Hagai,,http://fs.knesset.gov.il/globaldocs/MK/84/1_84_3_233.jpeg,2465,מירום,חגי,251,זכר,,False,2015-03-20 12:03:08,"[""חגי מירום""]"
85,,מסאלחה,Mazalha,נואף,Nawaf,,http://fs.knesset.gov.il/globaldocs/MK/85/1_85_3_235.jpeg,453,מסאלחה,נואף,251,זכר,,False,2015-03-20 12:03:08,"[""נואף מסאלחה""]"
86,,מצא,Matza,יהושע,Joshua,,http://fs.knesset.gov.il/globaldocs/MK/86/1_86_3_237.jpeg,472,מצא,יהושע,251,זכר,,False,2015-03-20 12:03:08,"[""יהושע מצא""]"
87,,מרדכי,Mordechay,יצחק,Itzchak,,http://fs.knesset.gov.il/globaldocs/MK/87/1_87_3_239.jpeg,2468,מרדכי,יצחק,251,זכר,,False,2015-03-20 12:03:08,"[""יצחק מרדכי""]"
88,,מרידור,Meridor,דן,Dan,,http://fs.knesset.gov.il/globaldocs/MK/88/1_88_3_242.jpeg,546,מרידור,דן,251,זכר,,False,2015-03-20 12:03:08,"[""דן מרידור""]"
89,,נודלמן,Nudelman,מיכאל,Michael,,http://fs.knesset.gov.il/globaldocs/MK/89/1_89_3_244.jpeg,565,נודלמן,מיכאל,251,זכר,,False,2015-03-20 12:03:08,"[""מיכאל נודלמן""]"
90,1,נתניהו,Netanyahu,בנימין,Benjamin,bnetanyahu@KNESSET.GOV.IL,http://fs.knesset.gov.il/globaldocs/MK/90/1_90_3_248.png,965,נתניהו,בנימין,251,זכר,bnetanyahu@knesset.gov.il,True,2015-11-15 19:41:49,"[""בנימין נתניהו"", ""בינימין נתניהו""]"
91,,סולודקין,Solodkin,מרינה,Marina,,http://fs.knesset.gov.il/globaldocs/MK/91/1_91_3_254.jpeg,533,סולודקין,מרינה,250,נקבה,,False,2015-03-20 12:03:08,"[""מרינה סולודקין""]"
92,1,סלומינסקי,Slomiansky,ניסן,Nissan,nissan@knesset.gov.il,http://fs.knesset.gov.il/globaldocs/MK/92/1_92_3_258.jpeg,1068,סלומינסקי,ניסן,251,זכר,nissan@knesset.gov.il,True,2015-11-16 10:25:26,"[""סלומיאנסקי ניסן"", ""ניסן סלומיאנסקי"", ""ניסן סלומינסקי""]"
93,,סלים,Saleem,סאלח,Saleh,,http://fs.knesset.gov.il/globaldocs/MK/93/1_93_3_263.jpeg,2505,סלים,סאלח,251,זכר,,False,2015-03-20 12:03:08,"[""סאלח סלים""]"
94,,סנה,Sneh,אפרים,Ephraim,,http://fs.knesset.gov.il/globaldocs/MK/94/1_94_3_265.jpeg,454,סנה,אפרים,251,זכר,,False,2015-03-20 12:03:08,"[""אפרים סנה""]"
95,,סעד,Sa`d,אחמד,Ahmad,,http://fs.knesset.gov.il/globaldocs/MK/95/1_95_3_267.jpeg,2511,סעד,אחמד,251,זכר,,False,2015-03-20 12:03:08,"[""אחמד סעד""]"
96,,עזרא,Ezra,גדעון,Gideon,,http://fs.knesset.gov.il/globaldocs/MK/96/1_96_3_270.jpeg,474,עזרא,גדעון,251,זכר,,False,2015-03-20 12:03:08,"[""גדעון עזרא""]"
97,,עמור,Amor,שאול,Shaul,,http://fs.knesset.gov.il/globaldocs/MK/97/1_97_3_272.jpeg,2526,עמור,שאול,251,זכר,,False,2015-03-20 12:03:08,"[""שאול עמור""]"
98,,פורז,Poraz,אברהם,Avraham,,http://fs.knesset.gov.il/globaldocs/MK/98/1_98_3_274.jpeg,519,פורז,אברהם,251,זכר,,False,2018-03-11 12:21:04,"[""אברהם פורז""]"
99,,פורת,Porat,חנן,Hanan,,http://fs.knesset.gov.il/globaldocs/MK/99/1_99_3_276.jpeg,2532,פורת,חנן,251,זכר,,False,2015-03-20 12:03:08,"[""חנן פורת""]"
100,,פינס-פז,Pines-Paz,אופיר,Ophir,,http://fs.knesset.gov.il/globaldocs/MK/100/1_100_3_278.jpeg,455,פינס-פז,אופיר,251,זכר,,False,2015-03-20 12:03:08,"[""אופיר פינס-פז""]"
101,,פלד,Peled,משה,Moshe,,http://fs.knesset.gov.il/globaldocs/MK/101/1_101_3_280.jpeg,2538,פלד,משה,251,זכר,,False,2015-03-20 12:03:08,"[""משה פלד""]"
102,,פנחסי,Pinchasi,רפאל,Raphael,,http://fs.knesset.gov.il/globaldocs/MK/102/1_102_3_282.jpeg,2545,פנחסי,רפאל,251,זכר,,False,2016-01-25 16:58:46,"[""רפאל פנחסי""]"
103,2,פרוש,Porush,מאיר,Meir,mporush@KNESSET.GOV.IL,http://fs.knesset.gov.il/globaldocs/MK/103/1_103_3_285.jpeg,563,פרוש,מאיר,251,זכר,mporush@knesset.gov.il,True,2015-11-16 09:35:01,"[""מאיר פרוש""]"
104,,פרס,Peres,שמעון,Shimon,,http://fs.knesset.gov.il/globaldocs/MK/104/1_104_3_288.jpeg,456,פרס,שמעון,251,זכר,,False,2015-03-20 12:03:08,"[""שמעון פרס""]"
105,1,פרץ,Peretz,עמיר,Amir,aperetz@KNESSET.GOV.IL,http://fs.knesset.gov.il/globaldocs/MK/105/1_105_3_292.jpeg,557,פרץ,עמיר,251,זכר,aperetz@knesset.gov.il,True,2015-11-16 10:29:24,"[""עמיר ארמנד פרץ"", ""עמיר פרץ"", ""אמיר פרץ""]"
106,,חאג` יחיא (צאדק),Sadik,ווליד,Walid,,http://fs.knesset.gov.il/globaldocs/MK/106/1_106_3_297.jpeg,2562,צאדק חאג'-יחיא,וליד,251,זכר,,False,2015-03-20 12:03:08,"[""ווליד חאג` יחיא (צאדק)"", ""וליד צאדק חאג'-יחיא""]"
107,,צוקר,Zucker,דוד,David,,http://fs.knesset.gov.il/globaldocs/MK/107/1_107_3_299.jpeg,2566,צוקר,דוד,251,זכר,,False,2015-03-20 12:03:08,"[""דוד צוקר""]"
108,,קהלני,Kahalani,אביגדור,Avigdor,,http://fs.knesset.gov.il/globaldocs/MK/108/1_108_3_301.jpeg,2574,קהלני,אביגדור,251,זכר,,False,2015-03-20 12:03:08,"[""אביגדור קהלני""]"
109,,קליינר,Kleiner,מיכאל,Michael,,http://fs.knesset.gov.il/globaldocs/MK/109/1_109_3_303.jpeg,559,קליינר,מיכאל,251,זכר,,False,2015-03-20 12:03:08,"[""מיכאל קליינר""]"
110,,קצב,Katsav,משה,Moshe,,http://fs.knesset.gov.il/globaldocs/MK/110/1_110_3_305.jpeg,862,קצב,משה,251,זכר,,False,2015-03-20 12:03:08,"[""משה קצב""]"
111,,ראם,Re`em,דוד,David,,http://fs.knesset.gov.il/globaldocs/MK/111/1_111_3_307.jpeg,2594,ראם,דוד,251,זכר,,False,2015-03-20 12:03:08,"[""דוד ראם""]"
112,,רביץ,Ravitz,אברהם,Avraham,,http://fs.knesset.gov.il/globaldocs/MK/112/1_112_3_309.jpeg,531,רביץ,אברהם,251,זכר,,False,2015-03-20 12:03:08,"[""אברהם רביץ""]"
113,,רובינשטיין,Rubinstein,אמנון,Amnon,,http://fs.knesset.gov.il/globaldocs/MK/113/1_113_3_311.jpeg,510,רובינשטיין,אמנון,251,זכר,,False,2015-03-20 12:03:08,"[""אמנון רובינשטיין""]"
