mk_individual_id,faction_id,faction_name,start_date,finish_date,knesset
924,882,הליכוד,2015-03-31,,20
926,902,המחנה הציוני,2015-03-31,,20
927,904,יש עתיד,2015-03-31,,20
928,906,כולנו,2015-03-31,,20
929,882,הליכוד,2015-03-31,,20
931,882,הליכוד,2015-03-31,,20
932,882,הליכוד,2015-03-31,,20
933,902,המחנה הציוני,2015-03-31,,20
934,902,המחנה הציוני,2015-03-31,,20
935,902,המחנה הציוני,2015-03-31,,20
936,907,הבית היהודי,2015-03-31,,20
938,903,הרשימה המשותפת,2015-03-31,,20
939,906,כולנו,2015-03-31,,20
941,906,כולנו,2015-03-31,,20
942,906,כולנו,2015-03-31,,20
943,882,הליכוד,2015-03-31,,20
944,882,הליכוד,2015-03-31,,20
945,882,הליכוד,2015-03-31,,20
946,906,כולנו,2015-03-31,,20
948,903,הרשימה המשותפת,2015-03-31,,20
740,902,המחנה הציוני,2015-03-31,2018-07-31,20
7,910,"ש""ס",2015-03-31,2018-03-14,20
65,910,"ש""ס",2015-03-31,2018-02-22,20
887,904,יש עתיד,2015-03-31,2018-02-09,20
201,909,מרצ,2015-03-31,2017-10-22,20
882,902,המחנה הציוני,2015-03-31,2017-10-06,20
925,902,המחנה הציוני,2015-03-31,2017-10-03,20
937,903,הרשימה המשותפת,2015-03-31,2017-09-20,20
909,903,הרשימה המשותפת,2015-03-31,2017-08-11,20
867,903,הרשימה המשותפת,2015-03-31,2017-03-21,20
832,905,ישראל ביתנו,2015-03-31,2017-03-15,20
41,910,"ש""ס",2015-03-31,2016-10-31,20
214,905,ישראל ביתנו,2015-03-31,2016-06-01,20
103,908,יהדות התורה,2015-03-31,2016-05-24,20
823,882,הליכוד,2015-03-31,2016-05-23,20
731,906,כולנו,2015-03-31,2016-01-29,20
222,910,"ש""ס",2015-03-31,2016-01-24,20
122,882,הליכוד,2015-03-31,2015-12-24,20
930,907,הבית היהודי,2015-03-31,2015-12-03,20
940,902,המחנה הציוני,2015-03-31,2015-11-25,20
864,907,הבית היהודי,2015-03-31,2015-10-09,20
886,904,יש עתיד,2015-03-31,2015-09-04,20
920,905,ישראל ביתנו,2015-03-31,2015-09-04,20
828,882,הליכוד,2015-03-31,2015-08-27,20
908,803,הבית היהודי,2015-02-16,2015-03-31,19
907,811,"ש""ס",2015-01-01,2015-03-31,19
853,809,קדימה,2014-12-18,2015-03-31,19
813,843,ישראל ביתנו,2014-11-05,2015-03-31,19
785,843,ישראל ביתנו,2014-08-06,2015-03-31,19
1,842,הליכוד,2014-07-09,2015-03-31,19
45,842,הליכוד,2014-07-09,2015-03-31,19
69,842,הליכוד,2014-07-09,2015-03-31,19
70,842,הליכוד,2014-07-09,2015-03-31,19
77,843,ישראל ביתנו,2014-07-09,2015-03-31,19
78,843,ישראל ביתנו,2014-07-09,2015-03-31,19
90,842,הליכוד,2014-07-09,2015-03-31,19
122,842,הליכוד,2014-07-09,2015-03-31,19
212,842,הליכוד,2014-07-09,2015-03-31,19
214,843,ישראל ביתנו,2014-07-09,2015-03-31,19
695,842,הליכוד,2014-07-09,2015-03-31,19
723,842,הליכוד,2014-07-09,2015-03-31,19
768,842,הליכוד,2014-07-09,2015-03-31,19
790,843,ישראל ביתנו,2014-07-09,2015-03-31,19
793,843,ישראל ביתנו,2014-07-09,2015-03-31,19
805,843,ישראל ביתנו,2014-07-09,2015-03-31,19
823,842,הליכוד,2014-07-09,2015-03-31,19
825,842,הליכוד,2014-07-09,2015-03-31,19
826,842,הליכוד,2014-07-09,2015-03-31,19
828,842,הליכוד,2014-07-09,2015-03-31,19
830,842,הליכוד,2014-07-09,2015-03-31,19
831,842,הליכוד,2014-07-09,2015-03-31,19
832,843,ישראל ביתנו,2014-07-09,2015-03-31,19
835,843,ישראל ביתנו,2014-07-09,2015-03-31,19
837,843,ישראל ביתנו,2014-07-09,2015-03-31,19
859,843,ישראל ביתנו,2014-07-09,2015-03-31,19
885,842,הליכוד,2014-07-09,2015-03-31,19
902,843,ישראל ביתנו,2014-07-09,2015-03-31,19
725,842,הליכוד,2014-07-09,2014-11-05,19
829,842,הליכוד,2014-07-09,2014-08-06,19
906,811,"ש""ס",2014-06-22,2015-03-31,19
829,804,הליכוד ביתנו,2014-06-10,2014-07-09,19
758,805,העבודה,2014-02-14,2015-03-31,19
7,811,"ש""ס",2013-02-05,2015-03-31,19
35,807,יהדות התורה,2013-02-05,2015-03-31,19
50,811,"ש""ס",2013-02-05,2015-03-31,19
63,811,"ש""ס",2013-02-05,2015-03-31,19
64,805,העבודה,2013-02-05,2015-03-31,19
65,811,"ש""ס",2013-02-05,2015-03-31,19
92,803,הבית היהודי,2013-02-05,2015-03-31,19
103,807,יהדות התורה,2013-02-05,2015-03-31,19
105,813,התנועה,2013-02-05,2015-03-31,19
119,813,התנועה,2013-02-05,2015-03-31,19
197,806,"חד""ש",2013-02-05,2015-03-31,19
200,808,מרצ,2013-02-05,2015-03-31,19
201,808,מרצ,2013-02-05,2015-03-31,19
206,811,"ש""ס",2013-02-05,2015-03-31,19
208,810,"רע""מ-תע""ל-מד""ע",2013-02-05,2015-03-31,19
210,811,"ש""ס",2013-02-05,2015-03-31,19
213,813,התנועה,2013-02-05,2015-03-31,19
216,807,יהדות התורה,2013-02-05,2015-03-31,19
222,811,"ש""ס",2013-02-05,2015-03-31,19
713,803,הבית היהודי,2013-02-05,2015-03-31,19
720,809,קדימה,2013-02-05,2015-03-31,19
734,842,הליכוד,2013-02-05,2015-03-31,19
739,813,התנועה,2013-02-05,2015-03-31,19
740,805,העבודה,2013-02-05,2015-03-31,19
751,811,"ש""ס",2013-02-05,2015-03-31,19
754,807,יהדות התורה,2013-02-05,2015-03-31,19
756,802,"בל""ד",2013-02-05,2015-03-31,19
780,806,"חד""ש",2013-02-05,2015-03-31,19
782,805,העבודה,2013-02-05,2015-03-31,19
784,811,"ש""ס",2013-02-05,2015-03-31,19
789,806,"חד""ש",2013-02-05,2015-03-31,19
797,805,העבודה,2013-02-05,2015-03-31,19
800,810,"רע""מ-תע""ל-מד""ע",2013-02-05,2015-03-31,19
814,807,יהדות התורה,2013-02-05,2015-03-31,19
818,805,העבודה,2013-02-05,2015-03-31,19
839,807,יהדות התורה,2013-02-05,2015-03-31,19
842,806,"חד""ש",2013-02-05,2015-03-31,19
843,808,מרצ,2013-02-05,2015-03-31,19
844,810,"רע""מ-תע""ל-מד""ע",2013-02-05,2015-03-31,19
846,802,"בל""ד",2013-02-05,2015-03-31,19
857,810,"רע""מ-תע""ל-מד""ע",2013-02-05,2015-03-31,19
860,812,יש עתיד,2013-02-05,2015-03-31,19
861,807,יהדות התורה,2013-02-05,2015-03-31,19
862,805,העבודה,2013-02-05,2015-03-31,19
863,803,הבית היהודי,2013-02-05,2015-03-31,19
864,803,הבית היהודי,2013-02-05,2015-03-31,19
865,805,העבודה,2013-02-05,2015-03-31,19
866,805,העבודה,2013-02-05,2015-03-31,19
867,802,"בל""ד",2013-02-05,2015-03-31,19
868,812,יש עתיד,2013-02-05,2015-03-31,19
869,812,יש עתיד,2013-02-05,2015-03-31,19
870,803,הבית היהודי,2013-02-05,2015-03-31,19
871,808,מרצ,2013-02-05,2015-03-31,19
872,812,יש עתיד,2013-02-05,2015-03-31,19
873,803,הבית היהודי,2013-02-05,2015-03-31,19
874,812,יש עתיד,2013-02-05,2015-03-31,19
875,812,יש עתיד,2013-02-05,2015-03-31,19
876,812,יש עתיד,2013-02-05,2015-03-31,19
877,812,יש עתיד,2013-02-05,2015-03-31,19
878,812,יש עתיד,2013-02-05,2015-03-31,19
879,803,הבית היהודי,2013-02-05,2015-03-31,19
880,805,העבודה,2013-02-05,2015-03-31,19
881,805,העבודה,2013-02-05,2015-03-31,19
882,805,העבודה,2013-02-05,2015-03-31,19
883,812,יש עתיד,2013-02-05,2015-03-31,19
884,803,הבית היהודי,2013-02-05,2015-03-31,19
886,812,יש עתיד,2013-02-05,2015-03-31,19
887,812,יש עתיד,2013-02-05,2015-03-31,19
888,808,מרצ,2013-02-05,2015-03-31,19
889,812,יש עתיד,2013-02-05,2015-03-31,19
890,813,התנועה,2013-02-05,2015-03-31,19
891,812,יש עתיד,2013-02-05,2015-03-31,19
892,812,יש עתיד,2013-02-05,2015-03-31,19
893,803,הבית היהודי,2013-02-05,2015-03-31,19
894,812,יש עתיד,2013-02-05,2015-03-31,19
895,808,מרצ,2013-02-05,2015-03-31,19
896,805,העבודה,2013-02-05,2015-03-31,19
897,812,יש עתיד,2013-02-05,2015-03-31,19
898,803,הבית היהודי,2013-02-05,2015-03-31,19
899,813,התנועה,2013-02-05,2015-03-31,19
900,812,יש עתיד,2013-02-05,2015-03-31,19
901,805,העבודה,2013-02-05,2015-03-31,19
903,805,העבודה,2013-02-05,2015-03-31,19
904,803,הבית היהודי,2013-02-05,2015-03-31,19
905,812,יש עתיד,2013-02-05,2015-03-31,19
845,803,הבית היהודי,2013-02-05,2015-02-16,19
41,811,"ש""ס",2013-02-05,2015-01-01,19
781,809,קדימה,2013-02-05,2014-12-18,19
20,805,העבודה,2013-02-05,2014-12-14,19
1,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
45,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
69,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
70,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
77,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
78,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
90,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
122,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
212,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
214,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
695,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
723,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
725,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
734,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
768,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
790,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
823,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
825,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
826,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
828,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
830,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
831,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
832,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
835,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
837,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
859,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
885,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
902,804,הליכוד ביתנו,2013-02-05,2014-07-09,19
791,811,"ש""ס",2013-02-05,2014-06-22,19
114,804,הליכוד ביתנו,2013-02-05,2014-06-11,19
793,804,הליכוד ביתנו,2013-02-05,2014-02-09,19
805,804,הליכוד ביתנו,2013-02-05,2014-02-09,19
788,750,העבודה,2012-12-09,2013-02-05,18
856,748,הליכוד,2012-09-16,2013-02-05,18
854,751,קדימה,2012-05-17,2013-02-05,18
853,751,קדימה,2012-05-03,2013-02-05,18
812,762,העצמאות ,2012-02-14,2013-02-05,18
852,751,קדימה,2012-01-25,2013-02-05,18
201,749,מרצ,2011-03-25,2013-02-05,18
851,751,קדימה,2011-03-18,2013-02-05,18
754,746,יהדות התורה,2011-02-06,2013-02-05,18
28,762,העצמאות ,2011-01-17,2013-02-05,18
123,762,העצמאות ,2011-01-17,2013-02-05,18
717,762,העצמאות ,2011-01-17,2013-02-05,18
849,762,העצמאות ,2011-01-17,2013-02-05,18
204,762,העצמאות ,2011-01-17,2012-02-14,18
850,751,קדימה,2010-11-09,2013-02-05,18
758,750,העבודה,2010-04-13,2013-02-05,18
849,750,העבודה,2010-01-10,2011-01-17,18
848,751,קדימה,2009-07-02,2013-02-05,18
1,748,הליכוד,2009-02-24,2013-02-05,18
7,753,"ש""ס",2009-02-24,2013-02-05,18
8,751,קדימה,2009-02-24,2013-02-05,18
9,748,הליכוד,2009-02-24,2013-02-05,18
13,752,"רע""מ-תע""ל",2009-02-24,2013-02-05,18
14,748,הליכוד,2009-02-24,2013-02-05,18
20,750,העבודה,2009-02-24,2013-02-05,18
35,746,יהדות התורה,2009-02-24,2013-02-05,18
50,753,"ש""ס",2009-02-24,2013-02-05,18
63,753,"ש""ס",2009-02-24,2013-02-05,18
64,750,העבודה,2009-02-24,2013-02-05,18
65,753,"ש""ס",2009-02-24,2013-02-05,18
69,748,הליכוד,2009-02-24,2013-02-05,18
70,748,הליכוד,2009-02-24,2013-02-05,18
77,747,ישראל ביתנו,2009-02-24,2013-02-05,18
78,747,ישראל ביתנו,2009-02-24,2013-02-05,18
88,748,הליכוד,2009-02-24,2013-02-05,18
90,748,הליכוד,2009-02-24,2013-02-05,18
91,751,קדימה,2009-02-24,2013-02-05,18
114,748,הליכוד,2009-02-24,2013-02-05,18
119,751,קדימה,2009-02-24,2013-02-05,18
122,748,הליכוד,2009-02-24,2013-02-05,18
194,743,הבית היהודי,2009-02-24,2013-02-05,18
197,745,"חד""ש",2009-02-24,2013-02-05,18
200,749,מרצ,2009-02-24,2013-02-05,18
206,753,"ש""ס",2009-02-24,2013-02-05,18
208,752,"רע""מ-תע""ל",2009-02-24,2013-02-05,18
210,753,"ש""ס",2009-02-24,2013-02-05,18
212,748,הליכוד,2009-02-24,2013-02-05,18
214,747,ישראל ביתנו,2009-02-24,2013-02-05,18
216,746,יהדות התורה,2009-02-24,2013-02-05,18
222,753,"ש""ס",2009-02-24,2013-02-05,18
230,748,הליכוד,2009-02-24,2013-02-05,18
695,748,הליכוד,2009-02-24,2013-02-05,18
713,742,האיחוד הלאומי,2009-02-24,2013-02-05,18
720,751,קדימה,2009-02-24,2013-02-05,18
723,748,הליכוד,2009-02-24,2013-02-05,18
724,751,קדימה,2009-02-24,2013-02-05,18
725,748,הליכוד,2009-02-24,2013-02-05,18
727,751,קדימה,2009-02-24,2013-02-05,18
728,751,קדימה,2009-02-24,2013-02-05,18
731,748,הליכוד,2009-02-24,2013-02-05,18
734,748,הליכוד,2009-02-24,2013-02-05,18
735,751,קדימה,2009-02-24,2013-02-05,18
738,748,הליכוד,2009-02-24,2013-02-05,18
740,750,העבודה,2009-02-24,2013-02-05,18
751,753,"ש""ס",2009-02-24,2013-02-05,18
752,742,האיחוד הלאומי,2009-02-24,2013-02-05,18
756,744,"בל""ד",2009-02-24,2013-02-05,18
768,748,הליכוד,2009-02-24,2013-02-05,18
772,751,קדימה,2009-02-24,2013-02-05,18
774,751,קדימה,2009-02-24,2013-02-05,18
776,751,קדימה,2009-02-24,2013-02-05,18
780,745,"חד""ש",2009-02-24,2013-02-05,18
781,751,קדימה,2009-02-24,2013-02-05,18
782,750,העבודה,2009-02-24,2013-02-05,18
784,753,"ש""ס",2009-02-24,2013-02-05,18
785,747,ישראל ביתנו,2009-02-24,2013-02-05,18
786,747,ישראל ביתנו,2009-02-24,2013-02-05,18
789,745,"חד""ש",2009-02-24,2013-02-05,18
790,747,ישראל ביתנו,2009-02-24,2013-02-05,18
791,753,"ש""ס",2009-02-24,2013-02-05,18
793,747,ישראל ביתנו,2009-02-24,2013-02-05,18
795,753,"ש""ס",2009-02-24,2013-02-05,18
797,750,העבודה,2009-02-24,2013-02-05,18
800,752,"רע""מ-תע""ל",2009-02-24,2013-02-05,18
802,747,ישראל ביתנו,2009-02-24,2013-02-05,18
804,751,קדימה,2009-02-24,2013-02-05,18
805,747,ישראל ביתנו,2009-02-24,2013-02-05,18
807,744,"בל""ד",2009-02-24,2013-02-05,18
809,751,קדימה,2009-02-24,2013-02-05,18
810,751,קדימה,2009-02-24,2013-02-05,18
814,746,יהדות התורה,2009-02-24,2013-02-05,18
817,751,קדימה,2009-02-24,2013-02-05,18
818,751,קדימה,2009-02-24,2013-02-05,18
819,751,קדימה,2009-02-24,2013-02-05,18
820,751,קדימה,2009-02-24,2013-02-05,18
821,751,קדימה,2009-02-24,2013-02-05,18
822,751,קדימה,2009-02-24,2013-02-05,18
823,748,הליכוד,2009-02-24,2013-02-05,18
825,748,הליכוד,2009-02-24,2013-02-05,18
826,748,הליכוד,2009-02-24,2013-02-05,18
827,748,הליכוד,2009-02-24,2013-02-05,18
828,748,הליכוד,2009-02-24,2013-02-05,18
829,748,הליכוד,2009-02-24,2013-02-05,18
830,748,הליכוד,2009-02-24,2013-02-05,18
831,748,הליכוד,2009-02-24,2013-02-05,18
832,747,ישראל ביתנו,2009-02-24,2013-02-05,18
833,747,ישראל ביתנו,2009-02-24,2013-02-05,18
834,747,ישראל ביתנו,2009-02-24,2013-02-05,18
835,747,ישראל ביתנו,2009-02-24,2013-02-05,18
836,750,העבודה,2009-02-24,2013-02-05,18
837,747,ישראל ביתנו,2009-02-24,2013-02-05,18
838,747,ישראל ביתנו,2009-02-24,2013-02-05,18
839,746,יהדות התורה,2009-02-24,2013-02-05,18
840,742,האיחוד הלאומי,2009-02-24,2013-02-05,18
841,742,האיחוד הלאומי,2009-02-24,2013-02-05,18
842,745,"חד""ש",2009-02-24,2013-02-05,18
843,749,מרצ,2009-02-24,2013-02-05,18
844,752,"רע""מ-תע""ל",2009-02-24,2013-02-05,18
845,743,הבית היהודי,2009-02-24,2013-02-05,18
846,744,"בל""ד",2009-02-24,2013-02-05,18
847,743,הבית היהודי,2009-02-24,2013-02-05,18
855,751,קדימה,2009-02-24,2013-02-05,18
105,750,העבודה,2009-02-24,2012-12-09,18
824,748,הליכוד,2009-02-24,2012-09-16,18
771,751,קדימה,2009-02-24,2012-08-16,18
96,751,קדימה,2009-02-24,2012-05-17,18
213,751,קדימה,2009-02-24,2012-05-03,18
730,751,קדימה,2009-02-24,2012-01-25,18
5,749,מרצ,2009-02-24,2011-03-25,18
16,751,קדימה,2009-02-24,2011-03-18,18
103,746,יהדות התורה,2009-02-24,2011-02-06,18
28,750,העבודה,2009-02-24,2011-01-17,18
123,750,העבודה,2009-02-24,2011-01-17,18
204,750,העבודה,2009-02-24,2011-01-17,18
717,750,העבודה,2009-02-24,2011-01-17,18
45,751,קדימה,2009-02-24,2010-11-09,18
697,750,העבודה,2009-02-24,2010-04-13,18
100,750,העבודה,2009-02-24,2010-01-10,18
115,751,קדימה,2009-02-24,2009-07-02,18
816,632,יהדות התורה,2009-01-27,2009-02-24,17
815,640,מרצ,2008-11-04,2009-02-24,17
787,634,גיל,2008-10-27,2009-02-24,17
798,722,הדרך הטובה,2008-10-27,2009-02-24,17
803,634,גיל,2008-10-27,2009-02-24,17
787,702,צדק לזקן,2008-06-02,2008-10-27,17
798,702,צדק לזקן,2008-06-02,2008-10-27,17
803,702,צדק לזקן,2008-06-02,2008-10-27,17
812,624,עבודה,2008-05-28,2009-02-24,17
811,628,"ש""ס",2008-04-27,2009-02-24,17
810,622,קדימה,2008-02-10,2009-02-24,17
809,622,קדימה,2007-09-27,2009-02-24,17
808,622,קדימה,2007-06-13,2009-02-24,17
1,690,ליכוד,2007-02-27,2009-02-24,17
805,638,ישראל ביתנו,2007-01-16,2009-02-24,17
212,690,ליכוד,2006-11-21,2009-02-24,17
814,632,יהדות התורה,2006-07-31,2009-02-24,17
804,622,קדימה,2006-04-28,2009-02-24,17
807,626,"בל""ד",2006-04-25,2009-02-24,17
3,622,קדימה,2006-04-17,2009-02-24,17
5,640,מרצ,2006-04-17,2009-02-24,17
7,628,"ש""ס",2006-04-17,2009-02-24,17
8,622,קדימה,2006-04-17,2009-02-24,17
9,690,ליכוד,2006-04-17,2009-02-24,17
12,642,"איחוד לאומי-מפד""ל",2006-04-17,2009-02-24,17
13,636,"רע""מ-תע""ל",2006-04-17,2009-02-24,17
16,622,קדימה,2006-04-17,2009-02-24,17
20,624,עבודה,2006-04-17,2009-02-24,17
30,642,"איחוד לאומי-מפד""ל",2006-04-17,2009-02-24,17
35,632,יהדות התורה,2006-04-17,2009-02-24,17
42,622,קדימה,2006-04-17,2009-02-24,17
43,632,יהדות התורה,2006-04-17,2009-02-24,17
45,622,קדימה,2006-04-17,2009-02-24,17
46,642,"איחוד לאומי-מפד""ל",2006-04-17,2009-02-24,17
50,628,"ש""ס",2006-04-17,2009-02-24,17
58,622,קדימה,2006-04-17,2009-02-24,17
63,628,"ש""ס",2006-04-17,2009-02-24,17
64,624,עבודה,2006-04-17,2009-02-24,17
65,628,"ש""ס",2006-04-17,2009-02-24,17
66,640,מרצ,2006-04-17,2009-02-24,17
69,690,ליכוד,2006-04-17,2009-02-24,17
70,690,ליכוד,2006-04-17,2009-02-24,17
73,642,"איחוד לאומי-מפד""ל",2006-04-17,2009-02-24,17
78,638,ישראל ביתנו,2006-04-17,2009-02-24,17
89,622,קדימה,2006-04-17,2009-02-24,17
90,690,ליכוד,2006-04-17,2009-02-24,17
91,622,קדימה,2006-04-17,2009-02-24,17
92,642,"איחוד לאומי-מפד""ל",2006-04-17,2009-02-24,17
96,622,קדימה,2006-04-17,2009-02-24,17
100,624,עבודה,2006-04-17,2009-02-24,17
103,632,יהדות התורה,2006-04-17,2009-02-24,17
105,624,עבודה,2006-04-17,2009-02-24,17
114,690,ליכוד,2006-04-17,2009-02-24,17
115,622,קדימה,2006-04-17,2009-02-24,17
119,622,קדימה,2006-04-17,2009-02-24,17
122,690,ליכוד,2006-04-17,2009-02-24,17
123,624,עבודה,2006-04-17,2009-02-24,17
194,642,"איחוד לאומי-מפד""ל",2006-04-17,2009-02-24,17
197,630,"חד""ש",2006-04-17,2009-02-24,17
201,640,מרצ,2006-04-17,2009-02-24,17
203,640,מרצ,2006-04-17,2009-02-24,17
204,624,עבודה,2006-04-17,2009-02-24,17
206,628,"ש""ס",2006-04-17,2009-02-24,17
208,636,"רע""מ-תע""ל",2006-04-17,2009-02-24,17
210,628,"ש""ס",2006-04-17,2009-02-24,17
213,622,קדימה,2006-04-17,2009-02-24,17
214,638,ישראל ביתנו,2006-04-17,2009-02-24,17
216,632,יהדות התורה,2006-04-17,2009-02-24,17
220,624,עבודה,2006-04-17,2009-02-24,17
222,628,"ש""ס",2006-04-17,2009-02-24,17
695,690,ליכוד,2006-04-17,2009-02-24,17
697,624,עבודה,2006-04-17,2009-02-24,17
704,624,עבודה,2006-04-17,2009-02-24,17
713,642,"איחוד לאומי-מפד""ל",2006-04-17,2009-02-24,17
715,642,"איחוד לאומי-מפד""ל",2006-04-17,2009-02-24,17
717,624,עבודה,2006-04-17,2009-02-24,17
720,622,קדימה,2006-04-17,2009-02-24,17
724,622,קדימה,2006-04-17,2009-02-24,17
725,690,ליכוד,2006-04-17,2009-02-24,17
727,622,קדימה,2006-04-17,2009-02-24,17
728,622,קדימה,2006-04-17,2009-02-24,17
730,622,קדימה,2006-04-17,2009-02-24,17
731,690,ליכוד,2006-04-17,2009-02-24,17
734,690,ליכוד,2006-04-17,2009-02-24,17
735,622,קדימה,2006-04-17,2009-02-24,17
