CommitteeSessionID,Number,KnessetNum,TypeID,TypeDesc,CommitteeID,Location,SessionUrl,BroadcastUrl,StartDate,FinishDate,Note,LastUpdatedDate,download_crc32c,download_filename,download_filesize,parts_crc32c,parts_filesize,parts_parsed_filename,text_crc32c,text_filesize,text_parsed_filename,topics,committee_name
267298,72,17,162,סיור,197,"חדר הוועדה, באגף הוועדות (קדמה), קומה 1, חדר 1740",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=267298,,2008-01-17 09:30:00,,,2012-09-19 15:27:39,dCPs5Q==,files/23/1/3/136657.DOC,355328,Edhxdg==,147252,files/2/6/267298.csv,ZYDZZw==,147672,files/2/6/267298.txt,"[""סיור הוועדה במינהל המחקר החקלאי""]",המדע והטכנולוגיה
473641,20,18,161,פתוחה,687,,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473641,,2012-07-17 14:00:00,2012-07-17 16:00:00,,2013-07-26 23:11:39,bh539Q==,files/23/2/1/211102.DOC,195072,VK2h2w==,69225,files/4/7/473641.csv,bzzU9A==,69249,files/4/7/473641.txt,"[""ביטול מקדם הקצבה בביטוחי מנהלים""]",ועדת המשנה לביטוח
473644,757,18,161,פתוחה,660,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3730",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473644,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=2977,2012-07-18 10:00:00,,,2013-09-10 23:55:21,TbMvaw==,files/23/2/1/211103.DOC,195072,bhEVsg==,45554,files/4/7/473644.csv,KUjmNg==,45531,files/4/7/473644.txt,"[""הצעת חוק לתיקון פקודת מס הכנסה (פטור ממס בגין משיכה חד-פעמית של כספי תגמולים שהופקדו לתקופה של 10 שנים לפחות), התשע\""א-2011""]","העבודה, הרווחה והבריאות"
473651,658,18,161,פתוחה,657,"חדר הוועדה, באגף קדמה, קומה 1, חדר 1720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473651,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3003,2012-07-22 11:00:00,,,2013-01-24 23:47:58,,,0,,0,,,0,,"[""העברת המחלקה האזרחית לבית המשפט בקרית שמונה""]","החוקה, חוק ומשפט"
473665,296,18,161,פתוחה,652,"חדר הוועדה, באגף קדמה, קומה 3, חדר 3720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473665,,2012-07-17 09:50:00,,,2013-07-14 23:10:08,0jCLQg==,files/23/2/1/210512.DOC,145408,0h0uTQ==,40207,files/4/7/473665.csv,aKyQgw==,40081,files/4/7/473665.txt,"[""ערעורים על החלטת יו\""ר הכנסת והסגנים שלא לאשר דחיפות הצעות לסדר היום."", ""בקשת יושב ראש ועדה להעברת הצעת חוק מוועדה לוועדה אחרת."", ""בקשת יושב ראש הכנסת לשינוי שעת ישיבת הכנסת.""]",הכנסת
473684,,18,161,פתוחה,661,"חדר הוועדה, באגף הוועדות (קדמה), קומה 2, חדר 2740",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473684,,2012-07-18 10:30:00,,,2012-09-19 15:27:38,,,,,,,,,,"[""בקשה לחוות דעת מבקר המדינה בנושא: התנהלות המדינה בפרשת מיגרון.""]",לענייני ביקורת המדינה
473713,1155,18,161,פתוחה,653,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473713,,2012-07-17 10:00:00,2012-07-17 10:20:00,פניה תקציבית מס' 409,2013-07-26 23:10:55,bMmRFg==,files/23/2/1/211094.DOC,91648,xYhtUw==,20250,files/4/7/473713.csv,ML7YCA==,20221,files/4/7/473713.txt,"[""אישור העמדת הלוואה לחברת התעשיה הצבאית לישראל בע\""מ בהתאם לסעיף 10 לחוק החברות הממשלתיות"", ""שינויים בתקציב לשנת 2012""]",הכספים
473714,1156,18,161,פתוחה,653,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473714,,2012-07-17 10:20:00,2012-07-17 10:30:00,חידוש הדיון לפי סעיף 89 לתקנון הכנסת,2013-12-11 23:55:07,0bT4Mw==,files/23/2/1/211154.DOC,37376,xs+Jug==,2220,files/4/7/473714.csv,yalDWA==,2197,files/4/7/473714.txt,"[""הצעת חוק הפיקוח על שירותים פיננסיים (קופות גמל) (תיקון מס' 8) (שיעור מזערי של דמי ניהול), התשע\""ב-2012""]",הכספים
473716,1160,18,161,פתוחה,653,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473716,,2012-07-17 12:30:00,2012-07-17 12:50:00,פניה תקציבית מס' 431 ,2013-07-26 23:14:01,CDdPMA==,files/23/2/1/211098.DOC,92672,bSIQqA==,21201,files/4/7/473716.csv,V0rwBg==,21179,files/4/7/473716.txt,"[""שינויים בתקציב לשנת 2012""]",הכספים
473732,931,18,161,פתוחה,654,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3740",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473732,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3047,2012-07-24 13:00:00,,,2013-08-01 16:13:39,wQbTRA==,files/23/2/1/211248.DOC,240128,1uHMvg==,64907,files/4/7/473732.csv,83KAig==,65051,files/4/7/473732.txt,"[""הצעת חוק הגנת הצרכן (תיקון - מחיר אחיד ברשתות שיווק), התשע\""ב-2012""]",הכלכלה
473734,148,18,161,פתוחה,663,"חדר הוועדה, באגף הוועדות (קדמה), קומה 1, חדר 1740",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473734,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3049,2012-07-25 09:30:00,,,2013-08-01 16:13:05,kT9Clw==,files/23/2/1/211499.DOC,182272,xpXaVg==,54596,files/4/7/473734.csv,aMkdQw==,54577,files/4/7/473734.txt,"[""מעבדות אלקאסמי להוראת מדעים בסכנת סגירה"", ""מעבדות אלקאסמי להוראת מדעים בסכנת סגירה"", ""מעבדות אלקאסמי להוראת מדעים בסכנת סגירה  ""]",המדע והטכנולוגיה
473735,755,18,161,פתוחה,660,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3730",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473735,,2012-07-18 09:30:00,,רביזיה,2013-09-10 23:55:22,85dqdw==,files/23/2/1/211104.DOC,75264,x5Pu4Q==,10688,files/4/7/473735.csv,3XRW5w==,10686,files/4/7/473735.txt,"[""חוק הביטוח הלאומי (תיקון מס' 141), התשע\""ב-2012""]","העבודה, הרווחה והבריאות"
473736,756,18,161,פתוחה,660,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3730",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473736,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=2994,2012-07-18 09:35:00,,,2013-09-10 23:55:38,VYv8hA==,files/23/2/1/216789.DOC,80384,RncZeg==,12599,files/4/7/473736.csv,MiJvqA==,12566,files/4/7/473736.txt,"[""הצעת חוק פיצויי פיטורים (תיקון מס' 28) (התפטרות בשל לימודים במכינה קדם-צבאית), התשע\""ב-2012""]","העבודה, הרווחה והבריאות"
473755,594,18,161,פתוחה,656,"חדר הוועדה, באגף הוועדות (קדמה), קומה 1, חדר 1820",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473755,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3018,2012-07-23 08:30:00,,,2013-07-28 23:10:45,bUG0Hg==,files/23/2/1/211129.DOC,366592,GLCIcQ==,108411,files/4/7/473755.csv,jMZdUA==,108229,files/4/7/473755.txt,"[""הודעת ועדת הפנים והגנת הסביבה על רצונה להחיל דין רציפות על הצעת חוק למניעת הסתננות (עבירות ושיפוט) (תיקון מס' 4) (איסור העסקה), התשע\""ב -2012 "", ""הצעת חוק שהייה שלא כדין (איסור סיוע) (תיקוני חקיקה) (תיקון - החמרת ענישה על השכרת דירה והלנה בתמורה לשוהים שלא כדין), התשע\""ב-2012""]",הפנים והגנת הסביבה
473759,,18,161,פתוחה,656,"חדר הוועדה, באגף הוועדות (קדמה), קומה 1, חדר 1820",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473759,,2012-07-23 12:30:00,,,2012-10-15 13:49:45,,,,,,,,,,,הפנים והגנת הסביבה
473766,596,18,161,פתוחה,656,"חדר הוועדה, באגף הוועדות (קדמה), קומה 1, חדר 1820",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473766,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3020,2012-07-23 11:20:00,,,2013-07-28 23:10:21,sIqaJw==,files/23/2/1/211126.DOC,60416,j0F2jA==,8419,files/4/7/473766.csv,IjefRQ==,8388,files/4/7/473766.txt,"[""חוק הרשות הלאומית למלחמה בסמים (תיקון מס' 3), התשע\""ב-2012""]",הפנים והגנת הסביבה
473769,603,18,161,פתוחה,656,"חדר הוועדה, באגף הוועדות (קדמה), קומה 1, חדר 1820",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473769,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3052,2012-07-25 09:30:00,,,2013-07-26 23:10:54,u9yawA==,files/23/2/1/211091.DOC,180224,2R66MA==,45264,files/4/7/473769.csv,sZEsBg==,45219,files/4/7/473769.txt,"[""דווח לועדה על פי סעיף 19 לחוק לייעול האכיפה והפיקוח העירוניים ברשויות המקומיות (הוראת שעה), התשע\""א-2011  - על מספר עבירות האלימות שבוצעו ברשויות המקומיות הנמנות בתוספת לחוק, מספר השוטרים ומספר המקרים בהם פקחים מסייעים עשו שימוש בסמכויותיהם על פי החוק. ""]",הפנים והגנת הסביבה
473785,257,18,161,פתוחה,658,"חדר הוועדה, באגף הוועדות (קדמה), קומה 1, חדר 1750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473785,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3002,2012-07-23 13:00:00,,,2013-08-01 16:14:37,8joTGQ==,files/23/2/1/211568.DOC,111104,kE7DqA==,33695,files/4/7/473785.csv,ohAdCg==,33743,files/4/7/473785.txt,"[""הוקרה במלאת 11 שנה לפעילות \""קרן קובי מנדל\""""]","העלייה, הקליטה והתפוצות"
473786,86,18,161,פתוחה,681,,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473786,,2012-07-22 15:40:00,,,2013-08-01 16:13:41,/eyPRQ==,files/23/2/1/211287.DOC,233472,QSdupA==,53545,files/4/7/473786.csv,6QlA7w==,53830,files/4/7/473786.txt,"[""תקנות שיוויון זכויות לאנשים עם מוגבלות (התאמות נגישות לשירות) התשס\""ח 2008""]",ועדת משנה לתקנות שיוויון זכויות לאנשים עם מוגבלות
473787,761,18,161,פתוחה,660,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3730",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473787,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3009,2012-07-23 09:30:00,,,2013-08-01 16:19:26,cXx52Q==,files/23/2/1/211141.DOC,412672,nLdm0Q==,112964,files/4/7/473787.csv,sN2vVw==,112977,files/4/7/473787.txt,"[""מצבם החמור של נכי צה\""ל מול אגף השיקום""]","העבודה, הרווחה והבריאות"
473788,87,18,161,פתוחה,681,,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473788,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3015,2012-07-24 13:30:00,,,2013-01-27 00:56:24,vjJXmw==,files/23/3/4/348569.DOC,513536,zHpUtw==,135589,files/4/7/473788.csv,JL5u3w==,136144,files/4/7/473788.txt,"[""תקנות שיוויון זכויות לאנשים עם מוגבלות (התאמות נגישות לשירות) התשס\""ח 2008""]",ועדת משנה לתקנות שיוויון זכויות לאנשים עם מוגבלות
473792,182,18,161,פתוחה,668,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3710",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473792,,2012-07-24 12:30:00,2012-07-24 14:30:00,,2013-08-01 16:14:06,pPWCGQ==,files/23/2/1/211569.DOC,391680,qTkxvQ==,136436,files/4/7/473792.csv,p/i0nQ==,136432,files/4/7/473792.txt,"[""פניות ציבור לגבי מיצוי הזכויות הכלולות בסל הבריאות על ידי המבוטחים ""]",לפניות הציבור
473799,194,18,161,פתוחה,664,"חדר הוועדה, באגף הוועדות (קדמה), קומה 2, חדר 2710",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473799,,2012-07-23 10:30:00,,,2013-07-26 23:13:12,TzxAyQ==,files/23/2/1/211089.DOC,274432,GG2xrg==,79276,files/4/7/473799.csv,bHBBgg==,79161,files/4/7/473799.txt,"[""פגיעה בילדים עקב אי הסדרת תקנות להסעות בטיחותיות לפעוטות עם מוגבלות""]",לזכויות הילד
473800,193,18,161,פתוחה,664,"חדר הוועדה, באגף הוועדות (קדמה), קומה 2, חדר 2710",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473800,,2012-07-23 11:30:00,,,2013-08-01 16:20:30,VrK5pA==,files/23/2/1/211850.DOC,363520,5pLdPA==,88346,files/4/7/473800.csv,HogKJA==,88364,files/4/7/473800.txt,"[""סיוע רפואי לילדים חולי סכרת במסגרות לגיל הרך ""]",לזכויות הילד
473802,195,18,161,פתוחה,664,"חדר הוועדה, באגף הוועדות (קדמה), קומה 2, חדר 2710",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473802,,2012-07-24 09:00:00,,,2013-08-01 16:10:11,0vdxSw==,files/23/2/1/212427.DOC,387584,6bEdFg==,131251,files/4/7/473802.csv,+0foFg==,131072,files/4/7/473802.txt,"[""נתונים קשים על פשיעה בקרב הנוער"", ""צריכת אלכוהול ופשיעה בקרב בני נוער ""]",לזכויות הילד
473805,183,18,161,פתוחה,668,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3710",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473805,,2012-07-24 14:30:00,2012-07-24 15:15:00,,2013-08-01 16:19:48,r++DkA==,files/23/2/1/211504.DOC,196096,lKMzcg==,54846,files/4/7/473805.csv,urN9Jw==,54851,files/4/7/473805.txt,"[""פניות ציבור בנושא טיפול רפואי במסגרות חינוך מיוחד- ישיבת מעקב לישיבה שהתקיימה בנושא ב- 2 ביולי 2012""]",לפניות הציבור
473812,,18,160,חסויה,655,"חדר הוועדה, באגף הוועדות (קדמה), קומה 2, חדר 2750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473812,,2012-07-24 10:00:00,,,2013-01-24 22:56:28,,,,,,,,,,"[""סקירת הרמטכ\""ל, רא\""ל בני גנץ""]",החוץ והביטחון
473814,,18,160,חסויה,655,"חדר הוועדה, באגף הוועדות (קדמה), קומה 2, חדר 2750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473814,,2012-07-22 10:00:00,,,2013-01-24 23:00:49,,,,,,,,,,"[""ביקור מליאת הוועדה בגזרת פיקוד דרום""]",החוץ והביטחון
473816,597,18,161,פתוחה,656,"חדר הוועדה, באגף הוועדות (קדמה), קומה 1, חדר 1820",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473816,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3021,2012-07-23 11:30:00,,,2013-08-01 16:13:11,E065Lw==,files/23/2/1/211138.DOC,182784,DV2acQ==,59840,files/4/7/473816.csv,mUZbPw==,59747,files/4/7/473816.txt,"[""ועדת החקירה לבדיקת חלוקת הארנונה של בתי הזיקוק בחיפה""]",הפנים והגנת הסביבה
473818,678,18,161,פתוחה,659,"חדר הוועדה, באגף הוועדות (קדמה), קומה 2, חדר 2720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473818,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3030,2012-07-23 10:00:00,,,2013-07-26 23:10:55,Uzt3Yw==,files/23/2/1/211092.DOC,270848,IoWCOA==,89214,files/4/7/473818.csv,VZKLYg==,89113,files/4/7/473818.txt,"[""יוזמה חינוכית - בי\""ס \""אמי\""ת עציון\"" בקרית מלאכי""]","החינוך, התרבות והספורט"
473822,679,18,161,פתוחה,659,"חדר הוועדה, באגף הוועדות (קדמה), קומה 2, חדר 2720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473822,,2012-07-23 11:30:00,,"הישיבה בהשתתפות מנכ""לית משרד החינוך",2013-08-01 16:20:27,ppOxxw==,files/23/2/1/211837.DOC,312320,rCE2aA==,119475,files/4/7/473822.csv,hSUt/w==,119355,files/4/7/473822.txt,"[""לימודי מדעים - בדרך להידרדרות או סיכוי לשינוי כיוון? ""]","החינוך, התרבות והספורט"
473824,680,18,161,פתוחה,659,"חדר הוועדה, באגף הוועדות (קדמה), קומה 2, חדר 2720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473824,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3032,2012-07-24 09:00:00,,,2013-08-01 16:13:06,,,0,,0,,,0,,"[""איך יוצרים אווירה תומכת לימודים בבתי הספר? לקראת שנת הלימודים תשע?ג - מעקב אחר הטמעת חוזר מנכ?ל בנושא אלימות""]","החינוך, התרבות והספורט"
473827,677,18,161,פתוחה,659,"חדר הוועדה, באגף הוועדות (קדמה), קומה 2, חדר 2720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473827,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3029,2012-07-23 09:45:00,,,2013-08-01 16:13:56,97SamQ==,files/23/2/1/211515.DOC,50688,9MEVXQ==,4070,files/4/7/473827.csv,dvYFUQ==,4058,files/4/7/473827.txt,"[""צו לימוד חובה (החלה בכיתות י\""א ו-י\""ב), התשע\""ב-2012""]","החינוך, התרבות והספורט"
473833,758,18,161,פתוחה,660,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3730",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473833,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3006,2012-07-22 14:30:00,,,2013-08-01 16:13:20,XlM1Xw==,files/23/2/1/211288.DOC,140800,bU7Ovw==,33830,files/4/7/473833.csv,ccfaEQ==,33834,files/4/7/473833.txt,"[""חוק זכויות לאנשים עם מוגבלות המועסקים כמשתקמים (הוראת שעה) (תיקון), התשע\""ב-2012""]","העבודה, הרווחה והבריאות"
473835,759,18,161,פתוחה,660,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3730",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473835,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3007,2012-07-22 15:00:00,,,2013-08-01 16:13:42,79shAA==,files/23/2/1/211289.DOC,91648,XtFlgQ==,19000,files/4/7/473835.csv,X7xQ1g==,18954,files/4/7/473835.txt,"[""חוק שירותי רווחה (מענק הסתגלות לנשים ששהו במקלט לנשים מוכות), התשע\""ג-2012"", ""הצעת חוק תגמולים לנשים השוהות במקלטים לנשים מוכות (מענק הסתגלות), התשע\""א-2011""]","העבודה, הרווחה והבריאות"
