CommitteeSessionID,Number,KnessetNum,TypeID,TypeDesc,CommitteeID,Location,SessionUrl,BroadcastUrl,StartDate,FinishDate,Note,LastUpdatedDate,download_crc32c,download_filename,download_filesize,parts_crc32c,parts_filesize,parts_parsed_filename,text_crc32c,text_filesize,text_parsed_filename,topics,committee_name,mks,invitees,legal_advisors,manager,attended_mk_individual_ids
267298,72,17,162,סיור,197,"חדר הוועדה, באגף הוועדות (קדמה), קומה 1, חדר 1740",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=267298,,2008-01-17 09:30:00,,,2012-09-19 15:27:39,dCPs5Q==,files/23/1/3/136657.DOC,355328,Edhxdg==,147252,files/2/6/267298.csv,ZYDZZw==,147672,files/2/6/267298.txt,"[""סיור הוועדה במינהל המחקר החקלאי""]",המדע והטכנולוגיה,"[""בנימין אלון – היו\""ר""]","[{""name"": ""יעל שאלתיאלי, מנכ\""לית משרד החקלאות""}, {""name"": ""פרופ' יצחק שפיגל, ראש מינהל המחקר החקלאי""}, {""name"": ""פרופ' דב פרוסקי, סגן ראש מינהל המחקר החקלאי""}, {""name"": ""ד\""ר סוניה פילוסוף הדס, סגנית ראש המינהל לענייני אקדמיה""}, {""name"": ""ד\""ר שרה שפיגל, סגנית ראש המינהל לשיתוף פעולה בינלאומי""}, {""name"": ""פרופ' יובל אשדת, המדען הראשי, משרד החקלאות""}, {""name"": ""פרופ' שלמה  ולד, המדען הראשי, משרד התשתיות הלאומיות""}, {""name"": ""ד\""ר חוסאם מסלחה, משרד המדע, התרבות והספורט""}, {""name"": ""ד\""ר ישראל זיידרמן, יו\""ר איגוד סגל המחקר בישראל""}, {""name"": ""רועי גולדשמידט, מרכז המידע והמחקר, הכנסת""}, {""name"": ""דור צח, כתב הטכנולוגיה של גלי צה\""ל""}, {""name"": ""ד\""ר עדי מתן, הנספחת המדעית, שגרירות בריטניה""}, {""name"": ""פרופ' איתמר גלזר, מנהל המכון למדעי הצמח""}, {""name"": ""ד\""ר יחיעם זלץ, המכון למדעי הצמח""}, {""name"": ""ד\""ר אורן אוסטרזצר, המכון למדעי הצמח""}, {""name"": ""ד\""ר רבקה הדס, המכון למדעי הצמח""}, {""name"": ""אלי פאלק, מינהל המחקר החקלאי""}]",[],"[""ענת לוי""]",[12]
473641,20,18,161,פתוחה,687,,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473641,,2012-07-17 14:00:00,2012-07-17 16:00:00,,2013-07-26 23:11:39,bh539Q==,files/23/2/1/211102.DOC,195072,VK2h2w==,69225,files/4/7/473641.csv,bzzU9A==,69249,files/4/7/473641.txt,"[""ביטול מקדם הקצבה בביטוחי מנהלים""]",ועדת המשנה לביטוח,"[""פניה קירשנבאום – היו\""ר""]","[{""name"": ""פרופ' עודד שריג"", ""role"": ""הממונה על שוק ההון, משרד האוצר""}, {""name"": ""רו\""ח עדיאל רונן"", ""role"": ""אגף שוק ההון, משרד האוצר""}, {""name"": ""פיני שחר"", ""role"": ""אגף שוק ההון, משרד האוצר""}, {""name"": ""מיכל היימן"", ""role"": ""אגף שוק ההון, משרד האוצר""}, {""name"": ""שרה זילברשטיין היפש"", ""role"": ""ראש תחום פניות הציבור, המשרד לאזרחים ותיקים""}, {""name"": ""אלן פפרמן"", ""role"": ""אקטואר ראשי, אלן פפרמן שירותים אקטואריים בע\""מ""}, {""name"": ""אהוד כץ"", ""role"": ""נשיא לשכת סוכני הביטוח""}, {""name"": ""אורי גבע"", ""role"": ""חבר לשכת סוכני הביטוח""}, {""name"": ""משה קטורזה"", ""role"": ""חבר לשכת סוכני הביטוח""}]",[],"[""טמיר כהן""]",[835]
473644,757,18,161,פתוחה,660,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3730",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473644,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=2977,2012-07-18 10:00:00,,,2013-09-10 23:55:21,TbMvaw==,files/23/2/1/211103.DOC,195072,bhEVsg==,45554,files/4/7/473644.csv,KUjmNg==,45531,files/4/7/473644.txt,"[""הצעת חוק לתיקון פקודת מס הכנסה (פטור ממס בגין משיכה חד-פעמית של כספי תגמולים שהופקדו לתקופה של 10 שנים לפחות), התשע\""א-2011""]","העבודה, הרווחה והבריאות","[""חיים כץ – היו\""ר"", ""רחל אדטו"", ""פניה קירשנבאום""]","[{""name"": ""רג'ואן גרייב"", ""role"": ""סגן בכיר לממונה על שוק ההון, משרד האוצר""}, {""name"": ""צור גינת"", ""role"": ""מנהל תחום, מפקח ארצי, רשות המסים, משרד האוצר""}, {""name"": ""יעקב כהן"", ""role"": ""מנהל תחום קופות גמל, רשות המסים, משרד האוצר""}, {""name"": ""חן לב"", ""role"": ""אגף התקציבים, משרד האוצר""}, {""name"": ""אודי רמר"", ""role"": ""אגף התקציבים, משרד האוצר""}, {""name"": ""עו\""ד רונן סולומון"", ""role"": ""מנהל תחום פיננסים ושוק ההון, איגוד לשכות המסחר""}]","[""נועה בן שבת""]","[""וילמה מאור""]","[835, 212, 820]"
473651,658,18,161,פתוחה,657,"חדר הוועדה, באגף קדמה, קומה 1, חדר 1720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473651,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3003,2012-07-22 11:00:00,,,2013-01-24 23:47:58,,,0,,0,,,0,,"[""העברת המחלקה האזרחית לבית המשפט בקרית שמונה""]","החוקה, חוק ומשפט",,,,,[]
473665,296,18,161,פתוחה,652,"חדר הוועדה, באגף קדמה, קומה 3, חדר 3720",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473665,,2012-07-17 09:50:00,,,2013-07-14 23:10:08,0jCLQg==,files/23/2/1/210512.DOC,145408,0h0uTQ==,40207,files/4/7/473665.csv,aKyQgw==,40081,files/4/7/473665.txt,"[""ערעורים על החלטת יו\""ר הכנסת והסגנים שלא לאשר דחיפות הצעות לסדר היום."", ""בקשת יושב ראש ועדה להעברת הצעת חוק מוועדה לוועדה אחרת."", ""בקשת יושב ראש הכנסת לשינוי שעת ישיבת הכנסת.""]",הכנסת,"[""יריב לוין – היו\""ר"", ""שלמה מולה"", ""זבולון אורלב"", ""אריה אלדד"", ""טלב אלסאנע""]","[{""name"": ""מזכירת הכנסת ירדנה מלר-הורוביץ""}]","[""ארבל אסטרחן""]","[""אתי בן יוסף""]","[194, 810, 13, 752, 826]"
473684,,18,161,פתוחה,661,"חדר הוועדה, באגף הוועדות (קדמה), קומה 2, חדר 2740",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473684,,2012-07-18 10:30:00,,,2012-09-19 15:27:38,,,,,,,,,,"[""בקשה לחוות דעת מבקר המדינה בנושא: התנהלות המדינה בפרשת מיגרון.""]",לענייני ביקורת המדינה,,,,,[]
473713,1155,18,161,פתוחה,653,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473713,,2012-07-17 10:00:00,2012-07-17 10:20:00,פניה תקציבית מס' 409,2013-07-26 23:10:55,bMmRFg==,files/23/2/1/211094.DOC,91648,xYhtUw==,20250,files/4/7/473713.csv,ML7YCA==,20221,files/4/7/473713.txt,"[""אישור העמדת הלוואה לחברת התעשיה הצבאית לישראל בע\""מ בהתאם לסעיף 10 לחוק החברות הממשלתיות"", ""שינויים בתקציב לשנת 2012""]",הכספים,"[""משה גפני – היו\""ר"", ""שי חרמש"", ""ציון פיניאן"", ""פניה קירשנבאום"", ""נחמן שי"", ""ליה שמטוב""]","[{""name"": ""אורי שאשא"", ""role"": ""רפרנט תחבורה ופרויקטים, אגף החשב הכללי, משרד האוצר""}, {""name"": ""אנסטסיה סורוקינה"", ""role"": ""אגף התקציבים, משרד האוצר""}, {""name"": ""ודים גודון"", ""role"": ""אגף התקציבים, משרד האוצר""}, {""name"": ""אבי פלדר"", ""role"": ""מנכ\""ל התעשייה הצבאית""}, {""name"": ""יצחק יהודה"", ""role"": ""יו\""ר ארגון העובדים, התעשייה הצבאית""}, {""name"": ""ד\""ר אלי יריב"", ""role"": ""ההסתדרות החדשה""}]","[""שגית אפיק""]","[""טמיר כהן""]","[802, 35, 835, 804, 818, 827]"
473714,1156,18,161,פתוחה,653,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473714,,2012-07-17 10:20:00,2012-07-17 10:30:00,חידוש הדיון לפי סעיף 89 לתקנון הכנסת,2013-12-11 23:55:07,0bT4Mw==,files/23/2/1/211154.DOC,37376,xs+Jug==,2220,files/4/7/473714.csv,yalDWA==,2197,files/4/7/473714.txt,"[""הצעת חוק הפיקוח על שירותים פיננסיים (קופות גמל) (תיקון מס' 8) (שיעור מזערי של דמי ניהול), התשע\""ב-2012""]",הכספים,"[""משה גפני – היו\""ר"", ""שי חרמש"", ""ציון פיניאן"", ""פניה קירשנבאום"", ""ליה שמטוב""]",[],"[""שגית אפיק""]","[""טמיר כהן""]","[802, 35, 835, 804, 827]"
473716,1160,18,161,פתוחה,653,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3750",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473716,,2012-07-17 12:30:00,2012-07-17 12:50:00,פניה תקציבית מס' 431 ,2013-07-26 23:14:01,CDdPMA==,files/23/2/1/211098.DOC,92672,bSIQqA==,21201,files/4/7/473716.csv,V0rwBg==,21179,files/4/7/473716.txt,"[""שינויים בתקציב לשנת 2012""]",הכספים,"[""משה גפני – היו\""ר"", ""יעקב אדרי"", ""יצחק וקנין"", ""שי חרמש""]","[{""name"": ""דניאלה פרתם"", ""role"": ""אגף התקציבים, משרד האוצר""}, {""name"": ""אל\""מ אדיר אהרן"", ""role"": ""ראש מחלקת תקציבי זרועות, אגף התקציבים, משרד הביטחון""}]","[""שגית אפיק""]","[""טמיר כהן""]","[728, 50, 35, 804]"
473732,931,18,161,פתוחה,654,"חדר הוועדה, באגף הוועדות (קדמה), קומה 3, חדר 3740",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473732,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3047,2012-07-24 13:00:00,,,2013-08-01 16:13:39,wQbTRA==,files/23/2/1/211248.DOC,240128,1uHMvg==,64907,files/4/7/473732.csv,83KAig==,65051,files/4/7/473732.txt,"[""הצעת חוק הגנת הצרכן (תיקון - מחיר אחיד ברשתות שיווק), התשע\""ב-2012""]",הכלכלה,"[""כרמל שאמה-הכהן – היו\""ר"", ""עמיר פרץ""]","[{""name"": ""תמר פינקוס"", ""role"": ""ממונה הרשות להגנת הצרכן והסחר ההוגן, משרד התמ\""ת""}, {""name"": ""ביתיה גוטל"", ""role"": ""כלכלנית ראשית הרשות להגנת הצרכן והסחר, משרד התמ\""ת""}, {""name"": ""חנה וינשטוק  טירי"", ""role"": ""יועמ\""ש הרשות להגנת הצרכן, משרד התמ\""ת""}, {""name"": ""יאיר זילברשטיין"", ""role"": ""רכז תעשיה באגף תקציבים, משרד האוצר""}, {""name"": ""נועם שטרן"", ""role"": ""רפרנט תעשיה באגף התקציבים, משרד האוצר""}, {""name"": ""הילה דוידוביץ -בלומנטל"", ""role"": ""עו\""ד, משרד המשפטים""}, {""name"": ""עידית פרוים"", ""role"": ""מחלקה משפטית, רשות ההגבלים העסקיים""}, {""name"": ""גיא בר צור"", ""role"": ""כלכלן, רשות ההגבלים העסקיים""}, {""name"": ""נמרוד הגלילי"", ""role"": ""מנהל תחום ענפי רשתות שיווק, איגוד לשכות המסחר""}, {""name"": ""סיגל בלט"", ""role"": ""מנהלת תחום סחר חוץ, איגוד המזון, התאחדות התעשיינים""}, {""name"": ""עידו רז"", ""role"": ""יועץ משפטי, שופרסל""}, {""name"": ""רמי לוי"", ""role"": ""מנהל רמי לוי שיווק השקמה""}, {""name"": ""אלי שלום סתוי"", ""role"": ""יו\""ר, פורום מזון ומכולות""}, {""name"": ""דוד דהאן"", ""role"": ""הארגונים החברתיים""}]","[""אתי בנדלר""]","[""לאה ורון""]","[105, 829]"
473734,148,18,161,פתוחה,663,"חדר הוועדה, באגף הוועדות (קדמה), קומה 1, חדר 1740",http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesAgenda.aspx?Tab=3&ItemID=473734,http://main.knesset.gov.il/Activity/committees/Pages/AllCommitteesBroadcast.aspx?TopicID=3049,2012-07-25 09:30:00,,,2013-08-01 16:13:05,kT9Clw==,files/23/2/1/211499.DOC,182272,xpXaVg==,54596,files/4/7/473734.csv,aMkdQw==,54577,files/4/7/473734.txt,"[""מעבדות אלקאסמי להוראת מדעים בסכנת סגירה"", ""מעבדות אלקאסמי להוראת מדעים בסכנת סגירה"", ""מעבדות אלקאסמי להוראת מדעים בסכנת סגירה  ""]",המדע והטכנולוגיה,"[""רונית תירוש – היו\""ר"", ""שכיב שנאן"", ""מוחמד ברכה"", ""מסעוד גנאים"", ""גאלב מג'אדלה""]","[{""name"": ""מנחם גרינבלום"", ""role"": ""מנכ\""ל, משרד המדע והטכנולוגיה""}, {""name"": ""אבי ענתי"", ""role"": ""סמנכ\""ל תיאום, תכנון ובקרה, משרד המדע והטכנולוגיה""}, {""name"": ""שירה שוהם"", ""role"": ""לשכה משפטית, משרד המדע, התרבות והספורט""}, {""name"": ""נתנאל מזא\""ה"", ""role"": ""ראש תחום מדע וקהילה, משרד המדע והטכנולוגיה""}, {""name"": ""רועי אסף"", ""role"": ""ראש אגף פיתוח חברתי, משרד ראש הממשלה""}, {""name"": ""שושי כהן"", ""role"": ""מפמ\""ר מדע וטכנולוגיה, משרד החינוך""}, {""name"": ""רבקה ריבי לקריץ"", ""role"": ""מנהלת נוער שוחר מדע, משרד החינוך""}, {""name"": ""דני גלושנקוב"", ""role"": ""רפרנט מדע והשכלה גבוהה, אגף תקציבים, משרד האוצר""}, {""name"": ""אשל אופיר"", ""role"": ""מנהל מרכז בלמונטה, האוניברסיטה העברית""}, {""name"": ""פרידה סופר"", ""role"": ""מזכ\""לית המולמו\""פ, המועצה הלאומית למחקר ולפיתוח אזרחי""}, {""name"": ""בתיה הקלמן"", ""role"": ""מרכזת בתחום מכללות להוראה, המועצה להשכלה גבוהה""}, {""name"": ""מוחמד כתאני"", ""role"": ""סמנכ\""ל, מכללות אקדמיות""}, {""name"": ""מחמוד מסאלחה"", ""role"": ""מנהל מרכז מעבדות אלקאסמי, מכללות אקדמיות""}, {""name"": ""כמאל עלילה"", ""role"": ""דוברות חינוך""}, {""name"": ""רועי גולדשמידט"", ""role"": ""מ.מ.מ. כנסת""}]",[],"[""לוי ענת""]","[197, 774, 812, 844, 758]"
